id,system_id,index,name,orbit,source_row_index,star_colour_code,world_type,atmosphere,temperature,biosphere,population,tech_level,government,notable_features,factions,tags
sys-0017-w01,sys-0017,1,Final Prometheon,1,4,B,AgriWorld,Breathable,Cold,Minimal,SoleSettlement,Low,CorruptAristocrats,ArchaeotechRuins;CivilWar;AlteredHumans,charnel_guard;wych_cult_of_the_blade_denied,atmosphere:breathable;biosphere:minimal;feature:altered_humans;feature:archaeotech_ruins;feature:civil_war;gov:corrupt_aristocrats;population:sole_settlement;star:blue_white;tech:low;temperature:cold;world_type:agri_world
sys-0017-w02,sys-0017,2,Lorican,2,12,A,BastionWorld,Thin,Temperate,Poisoned,DenselyPopulated,Standard,InfractionistGang,DangerousWildlife;DaemonicCorruption;CrumblingArcologies,imperial_administration;kanak_skull_takers;skyweaver_masques,atmosphere:thin;biosphere:poisoned;feature:crumbling_arcologies;feature:daemonic_corruption;feature:dangerous_wildlife;gov:infractionist_gang;population:densely_populated;star:white;tech:standard;temperature:temperate;world_type:bastion_world
sys-0017-w03,sys-0017,3,Martyr's Ambros,3,8,A,AgriWorld,Breathable,Temperate,Thriving,LightlyPopulated,Standard,ExploratorAuthority,CivilWar;CelestialPhenomena;BlindingMists,corpse_grinder_heresies,atmosphere:breathable;biosphere:thriving;feature:blinding_mists;feature:celestial_phenomena;feature:civil_war;gov:explorator_authority;population:lightly_populated;star:white;tech:standard;temperature:temperate;world_type:agri_world
sys-0017-w04,sys-0017,4,Aquilon,4,2,B,AgriWorld,Breathable,Cold,Nonexistent,Minimal,Low,ClansTribes,AncientArchive;ArchaeotechRuins;CivilWar,snakebites_clan,atmosphere:breathable;biosphere:nonexistent;feature:ancient_archive;feature:archaeotech_ruins;feature:civil_war;gov:clans_tribes;population:minimal;star:blue_white;tech:low;temperature:cold;world_type:agri_world
sys-0017-w05,sys-0017,5,Maccabia Mundus,5,17,A,DeathWorld,Tainted,Hot,XenoHybrid,ExtremelyDense,XenoHybrid,Megacorporations,FactionalFragmentation;ExtremeEnvironment;EugenicCult,naval_press_gangs;daemons_of_tzeentch;house_devine_loyalist_claimants,atmosphere:tainted;biosphere:xeno_hybrid;feature:eugenic_cult;feature:extreme_environment;feature:factional_fragmentation;gov:megacorporations;population:extremely_dense;star:white;tech:xeno_hybrid;temperature:hot;world_type:death_world
sys-0018-w01,sys-0018,1,Zircon Aramast,1,8,A,AgriWorld,Breathable,Temperate,Thriving,LightlyPopulated,Standard,ExploratorAuthority,CivilWar;ArchaeotechRuins;ColdWar,ecclesiarchy,atmosphere:breathable;biosphere:thriving;feature:archaeotech_ruins;feature:civil_war;feature:cold_war;gov:explorator_authority;population:lightly_populated;star:white;tech:standard;temperature:temperate;world_type:agri_world
sys-0018-w02,sys-0018,2,Athanora Delta,2,10,A,BastionWorld,Exotic,Temperate,Thriving,LightlyPopulated,Standard,Hereteks,CrumblingArcologies;DaemonicCorruption;DangerousWildlife,vresh_grenadiers,atmosphere:exotic;biosphere:thriving;feature:crumbling_arcologies;feature:daemonic_corruption;feature:dangerous_wildlife;gov:hereteks;population:lightly_populated;star:white;tech:standard;temperature:temperate;world_type:bastion_world
sys-0019-w01,sys-0019,1,Laodice,1,8,A,AgriWorld,Breathable,Temperate,Thriving,LightlyPopulated,Standard,ExploratorAuthority,CivilWar;AlteredHumans;BlindingMists,anti_tithe_leagues,atmosphere:breathable;biosphere:thriving;feature:altered_humans;feature:blinding_mists;feature:civil_war;gov:explorator_authority;population:lightly_populated;star:white;tech:standard;temperature:temperate;world_type:agri_world
sys-0019-w02,sys-0019,2,Howling Vaxanid,2,3,B,AgriWorld,Breathable,Cold,Minimal,Minimal,Low,Communards,AncientTombs;BlindingMists;CivilWar,cultist_artillery_batteries,atmosphere:breathable;biosphere:minimal;feature:ancient_tombs;feature:blinding_mists;feature:civil_war;gov:communards;population:minimal;star:blue_white;tech:low;temperature:cold;world_type:agri_world
sys-0019-w03,sys-0019,3,Dread Medeon,3,11,A,BastionWorld,Thin,Temperate,Poisoned,DenselyPopulated,Standard,HereticalImperialCult,DaemonicCorruption;CrumblingArcologies;DangerousWildlife,penitent_engine_choirs;legion_of_the_damned;kult_of_speed,atmosphere:thin;biosphere:poisoned;feature:crumbling_arcologies;feature:daemonic_corruption;feature:dangerous_wildlife;gov:heretical_imperial_cult;population:densely_populated;star:white;tech:standard;temperature:temperate;world_type:bastion_world
sys-0020-w01,sys-0020,1,Tenebra,1,15,A,DeathWorld,Tainted,Hot,XenoHybrid,DenselyPopulated,High,MagistrateCouncil,EugenicCult;FactionalFragmentation;ExtremeEnvironment,maccabian_janissaries;emperors_children;phantine_air_corps,atmosphere:tainted;biosphere:xeno_hybrid;feature:eugenic_cult;feature:extreme_environment;feature:factional_fragmentation;gov:magistrate_council;population:densely_populated;star:white;tech:high;temperature:hot;world_type:death_world
sys-0020-w02,sys-0020,2,Scintillan,2,9,A,AgriWorld,Corrosive,Temperate,Thriving,LightlyPopulated,Standard,GuildsCombine,ColdWar;CivilWar;Abhumans,xenos_threat,atmosphere:corrosive;biosphere:thriving;feature:abhumans;feature:civil_war;feature:cold_war;gov:guilds_combine;population:lightly_populated;star:white;tech:standard;temperature:temperate;world_type:agri_world
sys-0021-w01,sys-0021,1,Leviath,1,17,A,DeathWorld,Tainted,Hot,XenoHybrid,ExtremelyDense,XenoHybrid,Megacorporations,FactionalFragmentation;ExtremeEnvironment;EugenicCult,cult_of_time;traitor_commissariat;masque_of_the_silent_shroud,atmosphere:tainted;biosphere:xeno_hybrid;feature:eugenic_cult;feature:extreme_environment;feature:factional_fragmentation;gov:megacorporations;population:extremely_dense;star:white;tech:xeno_hybrid;temperature:hot;world_type:death_world
sys-0021-w02,sys-0021,2,Velikoye,2,7,B,AgriWorld,Breathable,Temperate,Thriving,LightlyPopulated,Standard,ElitistTyrant,ChaosCultists;ArchaeotechRuins;CelestialPhenomena,sanguinary_death_cults,atmosphere:breathable;biosphere:thriving;feature:archaeotech_ruins;feature:celestial_phenomena;feature:chaos_cultists;gov:elitist_tyrant;population:lightly_populated;star:blue_white;tech:standard;temperature:temperate;world_type:agri_world
sys-0021-w03,sys-0021,3,Apostate Luminar Majoris,3,4,B,AgriWorld,Breathable,Cold,Minimal,SoleSettlement,Low,CorruptAristocrats,ArchaeotechRuins;CivilWar;ChaosCultists,norn_emissary_broods;votannic_council_embassies,atmosphere:breathable;biosphere:minimal;feature:archaeotech_ruins;feature:chaos_cultists;feature:civil_war;gov:corrupt_aristocrats;population:sole_settlement;star:blue_white;tech:low;temperature:cold;world_type:agri_world
sys-0021-w04,sys-0021,4,Blind Cassiath,4,4,B,AgriWorld,Breathable,Cold,Minimal,SoleSettlement,Low,CorruptAristocrats,ArchaeotechRuins;AlteredHumans;CelestialPhenomena,roane_deepers;serberys_raider_clades,atmosphere:breathable;biosphere:minimal;feature:altered_humans;feature:archaeotech_ruins;feature:celestial_phenomena;gov:corrupt_aristocrats;population:sole_settlement;star:blue_white;tech:low;temperature:cold;world_type:agri_world
sys-0021-w05,sys-0021,5,Solace,5,6,B,AgriWorld,Breathable,Temperate,Minimal,SoleSettlement,Low,EcclesiarchicalAppointee,CelestialPhenomena;ArchaeotechRuins;CivilWar,dockyard_guilds;neurotyrant_synapses,atmosphere:breathable;biosphere:minimal;feature:archaeotech_ruins;feature:celestial_phenomena;feature:civil_war;gov:ecclesiarchical_appointee;population:sole_settlement;star:blue_white;tech:low;temperature:temperate;world_type:agri_world
sys-0022-w01,sys-0022,1,Witching Seraphis,1,16,A,DeathWorld,Tainted,Hot,XenoHybrid,ExtremelyDense,High,MechanicusForgeLord,ExtremeEnvironment;EugenicCult;FactionalFragmentation,zoanthrope_choirs;sons_of_medusa;thousand_sons,atmosphere:tainted;biosphere:xeno_hybrid;feature:eugenic_cult;feature:extreme_environment;feature:factional_fragmentation;gov:mechanicus_forge_lord;population:extremely_dense;star:white;tech:high;temperature:hot;world_type:death_world
sys-0022-w02,sys-0022,2,Eridax Gamma,2,12,A,BastionWorld,Thin,Temperate,Poisoned,DenselyPopulated,Standard,InfractionistGang,DangerousWildlife;DaemonicCorruption;CrumblingArcologies,chartist_guilds;agri_cartel_factors;storm_trooper_cadres,atmosphere:thin;biosphere:poisoned;feature:crumbling_arcologies;feature:daemonic_corruption;feature:dangerous_wildlife;gov:infractionist_gang;population:densely_populated;star:white;tech:standard;temperature:temperate;world_type:bastion_world
sys-0022-w03,sys-0022,3,Aegisar Hive,3,10,A,BastionWorld,Exotic,Temperate,Thriving,LightlyPopulated,Standard,Hereteks,CrumblingArcologies;DangerousWildlife;DaemonicCorruption,tome_keepers,atmosphere:exotic;biosphere:thriving;feature:crumbling_arcologies;feature:daemonic_corruption;feature:dangerous_wildlife;gov:hereteks;population:lightly_populated;star:white;tech:standard;temperature:temperate;world_type:bastion_world
sys-0022-w04,sys-0022,4,Severia,4,8,A,AgriWorld,Breathable,Temperate,Thriving,LightlyPopulated,Standard,ExploratorAuthority,CivilWar;ArchaeotechRuins;CelestialPhenomena,legio_tempestus,atmosphere:breathable;biosphere:thriving;feature:archaeotech_ruins;feature:celestial_phenomena;feature:civil_war;gov:explorator_authority;population:lightly_populated;star:white;tech:standard;temperature:temperate;world_type:agri_world
sys-0023-w01,sys-0023,1,Gildoria,1,4,B,AgriWorld,Breathable,Cold,Minimal,SoleSettlement,Low,CorruptAristocrats,ArchaeotechRuins;Abhumans;AlteredHumans,drukhari;hunter_cadres,atmosphere:breathable;biosphere:minimal;feature:abhumans;feature:altered_humans;feature:archaeotech_ruins;gov:corrupt_aristocrats;population:sole_settlement;star:blue_white;tech:low;temperature:cold;world_type:agri_world
sys-0023-w02,sys-0023,2,Dust Reliquon Harvester,2,7,B,AgriWorld,Breathable,Temperate,Thriving,LightlyPopulated,Standard,ElitistTyrant,ChaosCultists;ColdWar;BlindingMists,consecrators,atmosphere:breathable;biosphere:thriving;feature:blinding_mists;feature:chaos_cultists;feature:cold_war;gov:elitist_tyrant;population:lightly_populated;star:blue_white;tech:standard;temperature:temperate;world_type:agri_world
sys-0023-w03,sys-0023,3,Bellor,3,8,A,AgriWorld,Breathable,Temperate,Thriving,LightlyPopulated,Standard,ExploratorAuthority,CivilWar;ArchaeotechRuins;BlindingMists,chaos_undivided_cults,atmosphere:breathable;biosphere:thriving;feature:archaeotech_ruins;feature:blinding_mists;feature:civil_war;gov:explorator_authority;population:lightly_populated;star:white;tech:standard;temperature:temperate;world_type:agri_world
sys-0024-w01,sys-0024,1,Brontes Sable,1,12,A,BastionWorld,Thin,Temperate,Poisoned,DenselyPopulated,Standard,InfractionistGang,DangerousWildlife;DaemonicCorruption;CrumblingArcologies,ancestor_core_priesthoods;officio_assassinorum;legio_vulcanum,atmosphere:thin;biosphere:poisoned;feature:crumbling_arcologies;feature:daemonic_corruption;feature:dangerous_wildlife;gov:infractionist_gang;population:densely_populated;star:white;tech:standard;temperature:temperate;world_type:bastion_world
sys-0024-w02,sys-0024,2,Sanguine Numitora,2,8,A,AgriWorld,Breathable,Temperate,Thriving,LightlyPopulated,Standard,ExploratorAuthority,CivilWar;Abhumans;ColdWar,deep_void_miners,atmosphere:breathable;biosphere:thriving;feature:abhumans;feature:civil_war;feature:cold_war;gov:explorator_authority;population:lightly_populated;star:white;tech:standard;temperature:temperate;world_type:agri_world
sys-0024-w03,sys-0024,3,Quirina Decimus,3,5,B,AgriWorld,Breathable,Cold,Minimal,SoleSettlement,Low,Demagogue,BlindingMists;CivilWar;AlteredHumans,serberys_raider_clades;void_nomad_flotillas,atmosphere:breathable;biosphere:minimal;feature:altered_humans;feature:blinding_mists;feature:civil_war;gov:demagogue;population:sole_settlement;star:blue_white;tech:low;temperature:cold;world_type:agri_world
sys-0024-w04,sys-0024,4,Rust Tollaris,4,16,A,DeathWorld,Tainted,Hot,XenoHybrid,ExtremelyDense,High,MechanicusForgeLord,ExtremeEnvironment;EugenicCult;FactionalFragmentation,stompa_mobs;house_vyronii;mechanicus,atmosphere:tainted;biosphere:xeno_hybrid;feature:eugenic_cult;feature:extreme_environment;feature:factional_fragmentation;gov:mechanicus_forge_lord;population:extremely_dense;star:white;tech:high;temperature:hot;world_type:death_world
sys-0024-w05,sys-0024,5,Exile Lethean,5,4,B,AgriWorld,Breathable,Cold,Minimal,SoleSettlement,Low,CorruptAristocrats,ArchaeotechRuins;CivilWar;CelestialPhenomena,puritan_inquisitors;corpse_grinder_cults,atmosphere:breathable;biosphere:minimal;feature:archaeotech_ruins;feature:celestial_phenomena;feature:civil_war;gov:corrupt_aristocrats;population:sole_settlement;star:blue_white;tech:low;temperature:cold;world_type:agri_world
